node,weight,geoX,geoY,name
320106,1427,118.7558896,32.08484332,鼓楼区
320102,1393,118.8375933,32.0677997,玄武区
320104,678,118.8118611,32.01474664,秦淮区
320113,416,118.9514292,32.16366577,栖霞区
320508,334,120.5936609,31.32132168,姑苏区
321102,210,119.6320087,32.18683193,京口区
320312,166,117.2865111,34.27889242,铜山区
320506,139,120.3559115,31.16831484,吴中区
320211,120,120.2407463,31.46436175,滨湖区
320602,107,120.925936,31.91672731,崇川区
340104,100,117.0552769,31.86932759,蜀山区
320111,64,118.5574203,32.05550762,浦口区
321002,61,119.5497925,32.34704522,广陵区
310104,36,121.4350233,31.16486424,徐汇区
320706,29,119.1631879,34.58197057,海州区
330108,28,120.1799838,30.18239178,滨江区
330104,28,120.2912588,30.312614,江干区
310110,28,121.5248027,31.30048341,杨浦区
310101,23,121.4790451,31.21793241,黄浦区
320583,21,120.9547085,31.32387649,昆山市
330106,21,120.0787847,30.20304446,西湖区
310107,20,121.3874549,31.25968976,普陀区
320115,13,118.8270936,31.85849469,江宁区
320505,12,120.4133578,31.34430293,虎丘区
321281,12,119.9846066,32.95736198,兴化市
340111,11,117.3259583,31.74348776,包河区
320581,9,120.8192426,31.66195382,常熟市
320803,8,119.2874715,33.5013849,淮安区
320411,7,119.8921303,31.93606448,新北区
320612,7,121.0273162,32.11278849,通州区
320281,6,120.2992751,31.83372058,江阴市
310117,6,121.2157539,31.01713022,松江区
321202,5,119.9155538,32.48734332,海陵区
310113,4,121.4039234,31.40512986,宝山区
310115,4,121.7167868,31.11496137,浦东新区
320412,4,119.935054,31.67024869,武进区
330212,3,121.526943,29.78233851,鄞州区
341202,3,115.7136915,32.86303331,颍州区
320382,3,117.8881197,34.39505252,邳州市
321003,2,119.3897715,32.45799501,邗江区
341102,2,118.2972627,32.34825756,琅琊区
320303,2,117.2642168,34.21134443,云龙区
321111,2,119.4162031,32.18988169,润州区
310105,2,121.3762642,31.20926136,长宁区
321183,1,119.1951132,31.92822672,句容市
320507,1,120.6273217,31.44631032,相城区
330211,1,121.6034125,29.99399078,镇海区
330481,1,120.618003,30.42812155,海宁市
330702,1,119.5058328,28.98004742,婺城区
320304,1,117.1233055,34.31198341,九里区
330502,1,120.0800216,30.80517774,吴兴区
320481,1,119.3715545,31.4217325,溧阳市
330402,1,120.8362927,30.71358026,南湖区
