node1,node2,weight,node1_geoX,node1_geoY,name1,node2_geoX,node2_geoY,name2
310114,330108,2,121.2396988,31.36000475,嘉定区,120.1799838,30.18239178,滨江区
310113,330502,2,121.4039234,31.40512986,宝山区,120.0800216,30.80517774,吴兴区
310104,320583,2,121.4350233,31.16486424,徐汇区,120.9547085,31.32387649,昆山市
330104,330784,2,120.2912588,30.312614,江干区,120.0967803,28.93708617,永康市
320106,330481,2,118.7558896,32.08484332,鼓楼区,120.618003,30.42812155,海宁市
310104,330702,2,121.4350233,31.16486424,徐汇区,119.5058328,28.98004742,婺城区
310104,320102,2,121.4350233,31.16486424,徐汇区,118.8375933,32.0677997,玄武区
310104,330110,2,121.4350233,31.16486424,徐汇区,119.9870261,30.38400068,余杭区
310115,330212,2,121.7167868,31.11496137,浦东新区,121.526943,29.78233851,鄞州区
330106,331002,1,120.0787847,30.20304446,西湖区,121.4424998,28.66318102,椒江区
310115,330108,1,121.7167868,31.11496137,浦东新区,120.1799838,30.18239178,滨江区
320803,330104,1,119.2874715,33.5013849,淮安区,120.2912588,30.312614,江干区
330104,340103,1,120.2912588,30.312614,江干区,117.1978305,31.91692743,庐阳区
330106,330902,1,120.0787847,30.20304446,西湖区,122.1086876,30.07258727,定海区
330104,330902,1,120.2912588,30.312614,江干区,122.1086876,30.07258727,定海区
320612,330104,1,121.0273162,32.11278849,通州区,120.2912588,30.312614,江干区
330108,340111,1,120.1799838,30.18239178,滨江区,117.3259583,31.74348776,包河区
320102,330702,1,118.8375933,32.0677997,玄武区,119.5058328,28.98004742,婺城区
330702,340111,1,119.5058328,28.98004742,婺城区,117.3259583,31.74348776,包河区
330205,330521,1,121.4842635,29.96304951,江北区,120.039156,30.56384223,德清县
321281,330502,1,119.9846066,32.95736198,兴化市,120.0800216,30.80517774,吴兴区
310104,340104,1,121.4350233,31.16486424,徐汇区,117.0552769,31.86932759,蜀山区
310101,330108,1,121.4790451,31.21793241,黄浦区,120.1799838,30.18239178,滨江区
310104,330102,1,121.4350233,31.16486424,徐汇区,120.1692522,30.22917726,上城区
310117,330106,1,121.2157539,31.01713022,松江区,120.0787847,30.20304446,西湖区
